MFCC_2,MFCC_3,MFCC_5,MFCC_6,MFCC_9,MFCC_11,MFCC_13,ZCR,Chroma_3,Chroma_5,Chroma_7,Chroma_10,Chroma_11,Chroma_12
0.2828013820861288,-0.4050419901819035,0.6330296058353454,0.6614523316784934,0.2766336856509886,0.8549369540348055,1.593552480711386,-0.2579647307548413,0.3684253777541738,0.8804494482700357,1.0684966698186154,-0.4485778726555432,-0.3301628091592855,-0.0439581499232072
1.4325628022416774,-1.120327126805375,0.3080464035959674,-0.1445078539481677,0.5864304268360225,1.371824096332961,0.9638120457845596,-0.6974586452006355,0.3539164262494859,1.9350729634850403,2.271557772845794,-1.3082892642507942,-1.6431274562886191,-1.5697046395106176
-0.0784267675974166,-0.4314043702444163,0.3691952574433892,0.133847061852929,0.1227889334923131,0.0546210796347859,-0.5532275335778369,0.5914533605587993,0.8397581888159757,0.3850013764436933,0.8838253871675041,-0.3817697249061532,-0.8513689989184655,-0.9528867260963972
0.8155339079992209,-1.820226907833313,0.0775316890053373,0.1492969510458497,0.9768873075076504,1.832698039515606,0.3876109364738246,0.1853622978214425,1.341481944425772,1.2162577145920404,1.2062893613823396,0.3505277931806865,-0.3930762003363097,-0.4937729980724362
1.54096515926971,-1.3298249124200956,0.4330768731849678,0.2823653634899639,0.9954320006841848,1.4658121136545357,-0.122752205054688,-0.5601784005562767,1.0828507601973745,0.1633239845851847,1.5997147640865292,0.3621330733525887,-0.5912172503943608,-0.6645831818264007
2.066015061101539,-1.5823332371752967,-1.223180464172655,-0.164214119859208,0.8673001922750551,2.7864053474903274,-0.1478687029254497,-1.022999552424699,1.3464220184851392,0.1907025978625588,-0.0214185963776786,1.4017944235867728,-0.5238487828263991,-0.7663204743609039
1.126225717178907,0.3796325237157445,0.3146759490628612,0.2965249465459149,0.0558116539578732,-0.7771904353348253,-0.8918406868639692,-1.3622849117451814,-0.1845319971105351,0.89501852073694,-0.9482169206042584,1.7675647605498648,-0.8768942375735644,-1.6550226432004358
1.0915887771607395,-0.1295287036071803,1.1023605573922612,0.1426462406048553,1.304935404593235,0.2372949176854656,-0.911840920342154,-1.0911742251738932,2.015524090495424,0.2713140392740817,-0.8462415651803074,0.4226345228050306,-0.288141974640835,-0.5937175964537057
0.5015112879433445,-1.1139330247581654,0.5040402244365982,-0.2891221952389773,1.6687630379399754,1.6993287415467364,0.1919773539875342,-0.4458420819214864,2.531573006534843,1.4017586260692998,-0.0300720785860749,-0.8323264539984394,-0.6122477637007012,-0.3776226809080584
0.2961093433037163,0.3602061460751704,-0.6603413427774505,0.981315529019177,1.1251651623868002,0.8139011876116521,1.0812402316697285,-0.750574655294391,0.7115947055530303,0.0035503243702171,-0.4734583664095104,0.4647433136528131,-0.0513228230906097,-0.0431691506443393
0.638314684094182,0.0122552466659025,-0.3271838732125867,0.0772365739566384,0.2340005342818934,0.588335262724432,1.5405028886397507,-0.7009084479180655,1.149155487230901,-0.047624565896122,-0.2588951233489207,-0.8982617081492059,-0.9666790309942208,-0.5661484872006253
0.90327752367849,0.8518231260732767,-1.5028135874311903,0.5262946665266257,0.784264444982704,0.4746177600526591,-1.2575475543655386,-1.2385300841040714,1.5445665295295172,0.9482810015526948,0.1018080122718358,-0.9051866640316132,-0.690063731654869,-0.1831737523543747
-0.3426786169641052,1.2221515021293357,-0.5197049799478928,0.9739029977774166,0.6019538263106846,0.5750759831055129,-0.5416361827416607,-0.39847574302345,1.7816325747859112,1.5676490915632004,-0.0796704723856486,-0.4323642524832055,-1.328489892670387,-1.6426744105492803
0.1112431539874867,0.9483499963500756,2.283208841234773,-0.7217143591050811,1.7354551189036274,-0.2079840598934225,0.0065890978031928,-0.8433907760252136,1.9682996087592963,1.1894253788856648,1.023478761047011,-1.3249872646859515,-1.3750679132245762,-1.1541614551161206
0.2859640878033941,0.9917436522403772,2.283969622840988,-1.6092181776908678,3.352125868234058,0.589247207043224,-0.3151816092736781,-0.950444177812105,1.4624917135361974,2.0071135269821663,0.5213404550071415,-1.3750271095870394,-1.4511691995370273,-0.9868665951820192
0.4516684721860488,0.8331224588807882,1.643564095124701,-0.6135370119838474,2.6849149080258434,0.4021579953843315,-1.4415443091256168,-1.0325823377508885,1.1926471171191038,1.7482460342035606,0.3636848360034183,-0.728007427771046,-0.4869214815471082,-0.2685288986635975
