MFCC_1,MFCC_2,MFCC_5,MFCC_8,MFCC_9,MFCC_11,MFCC_13,ZCR,Chroma_2,Chroma_4,Chroma_7,Chroma_8,Chroma_9,Chroma_11,Spectral_Centroid
-0.2745316292567838,0.2828013820861288,0.6330296058353454,-1.1657484169463734,0.2766336856509886,0.8549369540348055,1.593552480711386,-0.2579647307548413,0.4920627261733296,0.6034646699365159,1.0684966698186154,0.632965632248882,-0.1533108257927244,-0.3301628091592855,-0.3659592361240151
-0.9523671994771498,1.4325628022416774,0.3080464035959674,-1.384124769407565,0.5864304268360225,1.371824096332961,0.9638120457845596,-0.6974586452006355,-0.0732153883480733,1.0480859643818543,2.271557772845794,0.3379019333955465,-0.594537524172595,-1.6431274562886191,-1.2220905970402214
-0.2516861633003791,-0.0784267675974166,0.3691952574433892,0.3865381134126301,0.1227889334923131,0.0546210796347859,-0.5532275335778369,0.5914533605587993,0.4770528130128146,0.8204305488967685,0.8838253871675041,0.9126031686699934,0.4439197041345565,-0.8513689989184655,0.3975210191262758
-0.8974205087578141,0.8155339079992209,0.0775316890053373,-0.8335758919201947,0.9768873075076504,1.832698039515606,0.3876109364738246,0.1853622978214425,0.8791139626484585,1.5568722047467851,1.2062893613823396,1.188868682438578,1.0037397612380008,-0.3930762003363097,-0.4261708260084704
-1.009888444778284,1.54096515926971,0.4330768731849678,-1.6790162468171164,0.9954320006841848,1.4658121136545357,-0.122752205054688,-0.5601784005562767,0.7159222861106952,0.7123455318977179,1.5997147640865292,2.549772741664484,1.5102562624659983,-0.5912172503943608,-1.2482115906793
-1.1917435765703646,2.066015061101539,-1.223180464172655,-1.84791501841432,0.8673001922750551,2.7864053474903274,-0.1478687029254497,-1.022999552424699,0.6510392044803691,1.423474812351105,-0.0214185963776786,1.7372757118510835,2.650653193583323,-0.5238487828263991,-1.7163179905764308
-0.7641620786944336,1.126225717178907,0.3146759490628612,-0.23089867636276,0.0558116539578732,-0.7771904353348253,-0.8918406868639692,-1.3622849117451814,-0.5106998307525853,0.8380621756085975,-0.9482169206042584,-1.0974700795826526,0.9518486127020542,-0.8768942375735644,-1.2875435159448818
-1.228147604663678,1.0915887771607395,1.1023605573922612,-0.0389397558639228,1.304935404593235,0.2372949176854656,-0.911840920342154,-1.0911742251738932,1.5466115577158357,1.202559601504641,-0.8462415651803074,-0.6822295543408274,0.174370656105261,-0.288141974640835,-1.14824583857042
-1.512727074956925,0.5015112879433445,0.5040402244365982,-1.7796049368970106,1.6687630379399754,1.6993287415467364,0.1919773539875342,-0.4458420819214864,2.006082087663117,2.4295307189770656,-0.0300720785860749,-0.4150256003767243,-0.6866276147788922,-0.6122477637007012,-0.583594762048022
-0.3415922326652431,0.2961093433037163,-0.6603413427774505,-1.2636204483511095,1.1251651623868002,0.8139011876116521,1.0812402316697285,-0.750574655294391,0.7664364715814173,0.4859308893966281,-0.4734583664095104,0.1864355067531968,0.8480004767729532,-0.0513228230906097,-0.4967705313865657
