Segmento,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Spectral_Centroid
0.0,-144.52748107910156,143.05276489257812,-30.24266242980957,52.1790885925293,-1.2557275295257568,3.9882867336273193,0.13974261283874512,9.834419250488281,-2.243640899658203,6.223804473876953,-0.5974814295768738,5.347093105316162,-0.14680923521518707,0.04388413573085847,0.6091923117637634,0.6162053942680359,0.6028574109077454,0.6249690055847168,0.6551777720451355,0.6065453886985779,0.5001184344291687,0.45703640580177307,0.45554667711257935,0.45762792229652405,0.48305779695510864,0.5353221297264099,2744.3783302986926
1.0,-128.6836700439453,149.98526000976562,-37.55840301513672,56.573486328125,-3.502803087234497,2.9764041900634766,-0.31135955452919006,11.728281021118164,-5.232831001281738,6.304677486419678,-1.743134617805481,7.358148097991943,-1.020145297050476,0.048832656612529,0.4620549976825714,0.4359736740589142,0.5037948489189148,0.6533605456352234,0.7512564659118652,0.625991940498352,0.5106185078620911,0.5330466628074646,0.4817056655883789,0.40597447752952576,0.47094348073005676,0.5322571992874146,2704.2758597393267
2.0,-163.19427490234375,142.2613067626953,-27.891340255737305,51.996986389160156,-3.534266471862793,4.65952205657959,1.4997732639312744,12.878154754638672,-0.6688596606254578,7.218762397766113,1.1549800634384155,4.660632133483887,2.2377240657806396,0.042239160382830626,0.7836661338806152,0.743208646774292,0.6749773025512695,0.6310035586357117,0.5534101724624634,0.4942052662372589,0.49678581953048706,0.5162703394889832,0.5102133750915527,0.5188038349151611,0.5702456831932068,0.6529421806335449,2690.957564231212
3.0,-172.03541564941406,137.3289031982422,-26.66350555419922,57.23428726196289,-2.05387806892395,6.216757297515869,4.691652774810791,13.262337684631348,1.200692892074585,9.04770278930664,0.6126551628112793,5.493313789367676,1.608830451965332,0.04120878498404872,0.7838375568389893,0.7830820679664612,0.7771063446998596,0.7637853622436523,0.6945563554763794,0.629478394985199,0.5787498950958252,0.568989098072052,0.5792088508605957,0.6162245273590088,0.6382924914360046,0.6952044367790222,2802.0847181389563
4.0,-160.39157104492188,134.9018096923828,-28.392541885375977,52.38545608520508,-2.1266093254089355,8.257007598876953,0.30933877825737,11.82783031463623,-1.0655808448791504,7.962954044342041,-0.26352715492248535,5.101624965667725,0.24781937897205353,0.04377650993329466,0.7350106835365295,0.7155991792678833,0.7041938304901123,0.6878607869148254,0.6746584177017212,0.6754475831985474,0.6645689010620117,0.6612029075622559,0.6456096172332764,0.6632920503616333,0.6659303903579712,0.691791832447052,2962.007443565452
5.0,-157.33587646484375,142.4426727294922,-21.43458366394043,55.952491760253906,2.023815155029297,8.551986694335938,3.7380335330963135,10.093283653259277,-0.2264253795146942,5.291658401489258,-0.5312320590019226,2.321535587310791,2.2107365131378174,0.03446121392836427,0.7101479172706604,0.6717162728309631,0.6672611236572266,0.6541845798492432,0.5790752172470093,0.5471557974815369,0.5312238931655884,0.5034940838813782,0.49027279019355774,0.5122767686843872,0.5943760871887207,0.6718822717666626,2551.326561571961
6.0,-180.3767547607422,152.5146484375,-21.305526733398438,55.26942825317383,1.0832366943359375,10.90843677520752,3.817563056945801,14.7999267578125,-2.1822469234466553,7.896584987640381,-1.2772644758224487,4.288924694061279,1.3601573705673218,0.030084242676914154,0.7357723712921143,0.6802639365196228,0.6089363694190979,0.5684370994567871,0.5732624530792236,0.6075944900512695,0.6215074062347412,0.648456871509552,0.6364675164222717,0.6913940906524658,0.7065879106521606,0.7105358839035034,2262.1513079827428
7.0,-161.29917907714844,147.7238311767578,-28.416858673095703,52.83976364135742,-2.803779363632202,6.455915927886963,2.4922332763671875,10.846528053283691,-2.0355756282806396,6.858069896697998,-1.4839823246002197,4.603386402130127,2.0530903339385986,0.03873962260730859,0.6835154891014099,0.6215723752975464,0.5828479528427124,0.579211413860321,0.5885242223739624,0.6095871925354004,0.6219066977500916,0.6509097218513489,0.6696469187736511,0.6972342729568481,0.7033260464668274,0.6904706954956055,2555.1083375666813
8.0,-169.8837127685547,152.05166625976562,-28.531368255615234,52.03029251098633,-3.012563943862915,8.365213394165039,-0.10152210295200348,12.822385787963867,-3.6000828742980957,7.976902484893799,-1.2515162229537964,5.962475776672363,0.3382367193698883,0.03784066397186775,0.7412998676300049,0.7494430541992188,0.7122792601585388,0.6552007794380188,0.5773476958274841,0.5453574657440186,0.5361399054527283,0.5331801772117615,0.5513956546783447,0.5704824924468994,0.6048470139503479,0.6677615642547607,2482.6172317882
9.0,-166.55702209472656,150.83731079101562,-29.601444244384766,46.368919372558594,-3.518393039703369,9.038515090942383,1.351500153541565,13.656974792480469,-3.3942770957946777,8.269102096557617,-0.7105492949485779,4.976089000701904,-0.9577580094337463,0.03829495812790023,0.676694393157959,0.7305571436882019,0.773583710193634,0.6777924299240112,0.5828242301940918,0.549688994884491,0.5373974442481995,0.5469835996627808,0.582619309425354,0.6046597957611084,0.5756155252456665,0.6100539565086365,2531.666698465066
10.0,-156.78443908691406,150.74241638183594,-30.287076950073242,39.817230224609375,-0.4968879222869873,3.9615025520324707,4.8144402503967285,9.596332550048828,-0.507676899433136,6.532812118530273,3.129159927368164,1.23932683467865,2.108841896057129,0.04111078886310905,0.6889764666557312,0.8181384801864624,0.7297322154045105,0.578976571559906,0.4856836199760437,0.47259047627449036,0.44896548986434937,0.47625449299812317,0.5518185496330261,0.5306512117385864,0.5251811146736145,0.5791592597961426,2447.720069319121
11.0,-153.96238708496094,163.49391174316406,-37.23609924316406,49.723751068115234,-1.7894287109375,3.302396774291992,2.586015462875366,8.566145896911621,-4.085017204284668,6.580826759338379,-2.067826509475708,2.0109193325042725,3.1125199794769287,0.04083492695040603,0.5524641871452332,0.6632134318351746,0.739773690700531,0.6804013848304749,0.5618669390678406,0.48960360884666443,0.4117007851600647,0.39437776803970337,0.4910123646259308,0.5428764820098877,0.5259615182876587,0.5211095809936523,2301.1623963056863
12.0,-104.20677185058594,154.5558319091797,-35.23517990112305,50.35375213623047,0.712787389755249,2.909362554550171,1.1161328554153442,2.8351433277130127,-4.911082744598389,4.223207950592041,-4.117462158203125,-0.3311108350753784,1.713829755783081,0.04683364903567285,0.42536717653274536,0.5776885747909546,0.7534069418907166,0.6778360605239868,0.47521349787712097,0.36353200674057007,0.3693609833717346,0.3621494472026825,0.38580042123794556,0.4993492066860199,0.48681774735450745,0.38962322473526,2515.4168718436326
13.0,-112.16761779785156,180.77207946777344,-38.79337692260742,60.75739669799805,-1.1790046691894531,-1.263795256614685,3.2336676120758057,2.9184932708740234,-5.946928977966309,2.7122397422790527,-7.310709476470947,-2.1397573947906494,0.9039427042007446,0.03366648238109049,0.18743765354156494,0.26400226354599,0.34241044521331787,0.3884112238883972,0.44278568029403687,0.5135065317153931,0.659518837928772,0.673245370388031,0.4435286819934845,0.2987043559551239,0.21016815304756165,0.17485761642456055,1947.0204990559519
14.0,-130.608154296875,176.1003875732422,-30.804166793823242,59.462913513183594,1.0148481130599976,-1.0278936624526978,2.551440715789795,5.830122947692871,-4.962943077087402,2.37585186958313,-3.657520294189453,-1.7465879917144775,2.0052130222320557,0.02990071236948956,0.20408326387405396,0.3116292953491211,0.361783891916275,0.31198859214782715,0.28694769740104675,0.39968666434288025,0.5871710777282715,0.6910240650177002,0.5237693190574646,0.34172752499580383,0.2136266827583313,0.17523057758808136,1898.547213898174
15.0,-120.43418884277344,170.19821166992188,-32.08937454223633,55.44076156616211,2.3870608806610107,-2.500136137008667,3.6179215908050537,1.5444856882095337,-1.5585445165634155,1.9596240520477295,-2.968625545501709,-1.473166823387146,2.652876853942871,0.03503276355858469,0.29140469431877136,0.34962478280067444,0.3665560781955719,0.30686143040657043,0.23892034590244293,0.2509417235851288,0.43894368410110474,0.736705482006073,0.6562515497207642,0.42481788992881775,0.27026572823524475,0.25446826219558716,2071.664539822716
16.0,-136.6615753173828,153.9951934814453,-31.468673706054688,48.47727966308594,3.0386009216308594,-2.5649170875549316,4.3875908851623535,0.9991661906242371,-0.770052969455719,2.8049254417419434,-0.5813879370689392,-1.2994849681854248,1.5388195514678955,0.043054284186484916,0.387813925743103,0.40305641293525696,0.41074925661087036,0.4150490462779999,0.38568854331970215,0.3532871603965759,0.3668949007987976,0.5434378981590271,0.7283447980880737,0.6543232202529907,0.4417742192745209,0.3772302567958832,2458.630530044265
17.0,-161.42498779296875,143.28257751464844,-33.146148681640625,43.0008430480957,3.634922742843628,-1.2005232572555542,5.975768566131592,4.455035209655762,1.9893654584884644,5.6770920753479,1.5149379968643188,0.6750174164772034,2.9996747970581055,0.04751792252755221,0.7531763315200806,0.7254255414009094,0.6524600386619568,0.5885524153709412,0.5505168437957764,0.5395925641059875,0.546070396900177,0.5736169219017029,0.576411783695221,0.5739036798477173,0.6289439797401428,0.6806640625,2656.1968634973914
18.0,-168.1602325439453,149.10284423828125,-31.11775016784668,44.79180145263672,-2.0602738857269287,2.1510066986083984,4.643177509307861,6.496064186096191,-0.058386676013469696,3.8666882514953613,1.2981024980545044,-1.6202008724212646,4.198978424072266,0.04432200279147332,0.5609715580940247,0.5241857767105103,0.44946157932281494,0.40209081768989563,0.3869313597679138,0.3822031319141388,0.42743220925331116,0.5557045340538025,0.6134397387504578,0.5747256278991699,0.49782121181488037,0.49939942359924316,2574.2782674433747
19.0,-123.56044006347656,138.86062622070312,-36.08013916015625,47.371341705322266,-4.68113374710083,4.154383182525635,1.9512791633605957,6.157880783081055,-2.77669620513916,3.9954633712768555,0.5275540947914124,0.5722754001617432,2.944206476211548,0.052302172455046404,0.6477092504501343,0.5832833051681519,0.5255756378173828,0.4963008165359497,0.4799588620662689,0.466852068901062,0.48803332448005676,0.5051201581954956,0.49820786714553833,0.5133852362632751,0.5794568657875061,0.6274964809417725,2919.7725033391334
20.0,-136.7404327392578,139.59072875976562,-30.564943313598633,45.03007125854492,1.5462082624435425,3.6325643062591553,5.008013725280762,5.603708267211914,-0.8357011675834656,4.281741142272949,0.41900256276130676,0.30733418464660645,1.4811205863952637,0.04449873568010441,0.6188251376152039,0.5533396601676941,0.4855746030807495,0.4625646770000458,0.47460469603538513,0.48986518383026123,0.531421959400177,0.5668941140174866,0.5711580514907837,0.5498247742652893,0.580781102180481,0.6039090752601624,2770.8710889710646
21.0,-187.02825927734375,143.81996154785156,-35.04859924316406,47.58852767944336,-1.9301398992538452,5.28861141204834,3.7998459339141846,6.847707271575928,-0.5029459595680237,7.556051731109619,2.791327714920044,0.9218442440032959,2.93000864982605,0.04667900775812065,0.7940028309822083,0.751785397529602,0.7031124234199524,0.6620574593544006,0.597468376159668,0.5804401636123657,0.6095641255378723,0.5975745916366577,0.5723642110824585,0.6109548807144165,0.6582818031311035,0.7063469886779785,2754.646733734716
