Segmento,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Spectral_Centroid,Etiqueta
0.0,-1.187832806362957,-0.5371324296716239,2.287314347773414,1.406238958219925,-0.130945034161356,1.6516714153576573,0.2121548185670945,1.8220333381332816,1.5423250502662575,1.2329359612751958,1.2941723623858206,0.6457541245589685,1.160648187487847,-1.243875373352895,2.365258580601339,1.1742219280430104,-0.1527597710531481,-0.874376592573251,-1.3155593525303606,-1.418168766554708,-1.144390118600672,-0.5574235201381375,-0.0390952688040349,0.3841251756004822,1.068809212204772,1.923029490736544,-0.1657254356208835,100m
1.0,-1.2001280704076114,-0.351079466201619,2.0989980923127565,1.2766635772221484,-0.1226061344133668,1.623316465247573,-0.0255191306272103,1.617017853658858,1.6998459870521427,1.1923048802485166,1.2245438185202766,0.3100034824377118,0.9714656572985914,-1.2488531753958838,1.5905940709696254,0.8286725708790359,-0.0705243762952628,-0.6011906685680052,-0.8829010098960903,-0.7550158367971315,-0.3766284898026883,0.2289146980813889,0.8456229623755631,1.5599922356426446,1.5974282741439472,1.7961904447608996,-0.2471975695352165,100m
2.0,-1.1992600674439045,-1.7030730398432046,2.035923120298203,1.2592048149066668,-0.4250606461064125,1.2862706496589356,0.1517983222129246,0.8638989206317803,1.73056319102806,1.2874563417608116,1.465163810847787,0.8404936413280293,1.3356071112182923,-0.289406232600645,1.7649517493597282,0.9526000265010092,0.0847130023622447,-0.4414762283826544,-0.7834150585515056,-0.8092615937234016,-0.4484669640849718,0.1429691642550508,0.7977919805351558,1.5201305487155283,1.9292926858711943,2.079784824372547,1.127719885289569,100m
3.0,-0.8753112904072519,-2.4868368103846863,1.6749471269953775,1.3688366935514813,-0.7044481791299112,1.2863715892107854,0.0898968334047285,0.7444519600083993,1.630985769595451,1.2963237115855677,1.7312770651433376,1.4061105005196268,1.5040949829021524,1.309249054891032,2.0034771193143706,1.1208512630448084,0.2811161057530411,-0.1613218171544942,-0.4407260133671749,-0.4387546088444651,-0.0922745619714974,0.3468851285992427,0.7672867673404878,1.2562714995966346,1.7398131950388924,2.116319023387084,2.056312991614808,100m
4.0,-1.0928036107588934,-2.034969615177542,1.916002761535106,1.1476399052462207,-0.7779732551726444,0.7357034860594327,0.3745640626794012,1.3610020047203408,2.005452344084385,0.8486673479451836,1.8343638273676288,0.8104067529489098,1.5120971638071985,0.0159965633308153,1.2999426518904549,0.5979549780681588,-0.006959260906912,-0.0493437133258102,-0.0517512019761323,-0.0752806444800123,0.3967422515514139,1.122403313899283,1.967456598538724,1.908460449300308,1.8325958423201183,1.815298139095124,1.746456508166402,100m
5.0,-0.9942949738880384,-1.2340157220362875,1.561468636378624,0.0810461843734793,-0.5072864976773883,0.3530387610090003,0.2710186601684013,1.156210745277361,1.7513707002671508,1.089134572096103,1.8799610693584965,0.2940488613353242,0.820181795384937,-0.0195312787014799,0.8307700696234933,0.4038397826990332,-0.1219519457404194,-0.3740449497666829,-0.5118214536996061,-0.4797224801289928,0.0685733571082789,1.1306626347784683,1.7175733896088083,1.4652329309088123,1.0949143644783172,0.9336493794094248,1.2236923581241772,100m
6.0,-0.9449492324110212,-0.6169995179469018,0.8517021363799135,0.148203846316893,-0.0879802963247343,-0.2709530686006841,-0.2276570170552609,1.7999132780545777,1.7916622612191213,0.5925248403910228,1.8029874756847653,0.643996210146522,1.3897667165880667,-0.2303558358161969,1.5841528211611866,0.8980528512836087,0.261935561074466,-0.266475548129664,-0.6336942793624036,-0.6866377851628152,-0.6846020178051858,-0.3330972134138715,0.3349142771547171,1.0045648475957998,1.597240041099846,2.0282414217745632,0.5691458390085828,100m
7.0,-1.0045277506242534,-1.5986140571218233,0.9103762633912024,1.4568961755990333,-0.8117205698992103,0.6348372698838669,0.0443372766499294,0.962563550120759,2.134599796244102,1.1073658440686895,1.5130468711893157,1.3056014416462096,1.5802215638321977,-0.1146951412879934,1.6482016573863802,1.2614789130336936,0.7601774144688966,0.488309215336027,0.2920420922605133,0.2085638942235541,0.5781974696149521,1.147783050476305,1.3915059497543647,1.4092082517513642,1.4498444903406031,1.6132726608807533,1.0552771480499497,100m
8.0,-0.9006625077319963,0.082282736517309,0.7694125685224854,1.7368716987863122,-2.910030482888061,0.0861549979158489,1.0861721741690809,0.6958398528559626,1.299411446192306,0.6752942866769177,1.370369424480906,1.307132464343239,0.729314846853646,-0.9848344591943468,0.955463955769848,1.065355772639808,1.0043557792568627,0.6146611790054519,0.1882979575757621,-0.0142012359084183,0.171477284213841,0.5107217852159176,1.0064502245628248,1.0023147790718556,1.088684997315791,1.119238344826298,-0.5155178840410412,100m
9.0,-0.4564315511024182,0.6776756351124952,-0.2919970595759232,-0.0682390629130292,-1.292977475997735,-0.0236009027914173,0.29787676118468,-0.1944474395229112,1.3143704263032965,1.451143406507265,0.0657558292737331,0.3894798417442837,0.6717620524905121,-0.1916070630502109,-0.1245581037347447,0.5822647500793725,1.1391671443758424,1.0632256189313107,-0.0369796917422345,-0.4644973036320797,0.1156071840586382,0.6001026656132031,0.4614669163206073,0.2712482582991893,-0.2089995805783149,-0.4233025676768594,-0.2599144614000075,100m
10.0,-0.898660693954543,-0.2800337139244976,-0.2367940571753386,0.1663848309923285,-1.6105901946548118,1.284563329239074,0.3640215188119964,0.2657728330428396,0.6765349756947001,0.9243321714399216,1.8239575370968144,1.2487738213083357,0.4784755740345964,0.2518077346220964,1.0356318821587371,1.07712130296506,1.3087442346291802,1.1800499297493063,0.5984271958925895,0.4145095047372585,0.6255063925641735,0.821581386516711,0.9021932264702722,1.2467877648315244,1.282716956872053,1.2336760168391303,0.4207854861043847,100m
11.0,-0.731197208234904,-0.1972216773374337,0.2860730913496854,0.6996874298583471,-1.9718791360793535,0.5049082907407559,0.4970973359077287,0.3641071417565161,0.6427458856404795,0.3730057091439658,1.3263543136743374,0.6437756360206354,0.865404293355478,-0.1694509637608302,0.2040374389405699,0.1401203932264116,0.2952341214600349,0.2838852534865492,0.0682269245041019,-0.1935225927425251,0.0888744932174445,0.9241838431955942,1.2253928055140366,1.278256290746577,1.0101540757670082,0.5805291085394473,0.0759942876276797,100m
12.0,-0.8299072647188299,-1.2736137942332115,1.0491136087927442,0.227131027467865,-0.7937747968571262,-0.9694343734930232,-0.8822183736275269,1.029642132917365,1.3831376968806433,-0.757287323810176,0.953238941693264,0.9073393341379432,0.9572503147977492,0.1113556338405748,0.0085430237100521,0.0526150909405555,0.1052606041396228,0.1817436780058864,0.2245710719981384,0.2773185990364956,0.6874622802390418,1.5765861135155916,1.7651906709417136,1.3367038477447857,0.6454783512584786,0.163472098292058,1.77303469485529,100m
13.0,-0.8912230270948038,-0.6469657179130671,0.1405162052170857,-0.5473352256627991,-1.079794637327988,-0.0097577642519928,-0.7758530198989252,0.3087265673758475,1.1304003863593126,0.172218607085426,1.6505373075777463,1.755866336116777,0.4202487861779097,0.5831731843463996,0.2846031759242103,0.1476067315426066,0.1873796794823417,0.6374890602923554,0.8663081513027137,0.5417356139715742,0.6282730045665277,0.83299446818234,1.550877377234268,1.5020859113434386,1.1256020836529252,0.9246023475710512,1.3415746149272796,100m
14.0,-0.9561024307397572,-0.2681481006691998,0.690035993522933,-0.1342121490220122,-0.8482029552437718,0.6204791336309229,-1.1034468486627866,-0.128810074146658,0.8986745380333533,-0.0193557938636695,1.4667495240245094,0.8002103439495574,0.600385089389919,-0.326593341980613,-0.1968842386672296,-0.6653731754551113,-0.8357663016156598,-0.823260588433352,-0.6620652310921527,0.0014650239504454,0.9732078143817202,0.8905580057292696,0.3338535212606036,0.1953028711219845,0.6817585983880319,0.5688742470804387,0.501399620230549,100m
15.0,-1.2489888363818442,-1.33784203619833,1.1528660241621618,0.96485534522741,-0.1814600764542778,0.743413619828088,-1.156708495700201,0.4163926886906378,1.5489135094534543,0.6210344173812854,1.4697355109472048,-0.3374395183606141,1.1278571163408977,-0.04383466514665,0.5204179345576481,0.147768137784469,0.2534754514152884,0.818926573755075,1.4766649131987717,0.7023296694069229,0.1179296108835185,-0.0406289976382486,0.1099186293285065,0.3993962487762778,1.135376347229743,1.263858949877668,1.1541415264258026,100m
16.0,-1.0457874026756822,-1.0887923955388512,1.8778667223983856,-0.0700417495980902,-0.7980323990997005,0.6566756449261515,-0.6539490354082075,0.3410410445818193,1.2189504309729944,0.2682883741228313,0.919469256413715,-0.2054373659299104,0.7067143154955737,-0.408971085593951,-0.6764123141197491,-0.7217602533897622,-0.4554423434344009,0.2355032930136768,1.133806850302352,1.070453345334722,0.1617229966886544,-0.6128274401378104,-0.6616756354510046,-0.4054616239796689,-0.4536167819925555,-0.4949292368393395,1.262132399963621,100m
17.0,-1.3535285047818042,-0.1823911157703477,2.650550573437012,0.2165149326195067,-0.4617702396396811,0.3266020743822369,-0.8091166167703772,0.8547371821153394,1.1586645217156644,-0.9915709518124808,0.3342645172278989,-0.9992896015802404,0.9870897592660368,-0.9734147956839756,-1.1785293346540586,-1.0730097768777576,-0.6320257533044007,0.4447036758111235,1.095008462440738,0.8813539990436849,0.5540516297699593,0.0514754650746942,-0.2233331544625265,-0.3362796184512389,-0.8129997659450572,-1.101624298215337,0.1730634250715015,100m
18.0,-1.347961811500047,0.5175564538514575,1.551817440454155,-0.0183048876695389,-1.6155441985681271,-0.4199118312556248,-0.9912507865490718,0.3047067620938917,1.2365813439238962,-0.5720171790853189,0.3157189892005212,-0.1104662157874786,0.9026323836450952,-1.04515370747996,-0.794491102349368,-0.9891042191053728,-0.7823088165229038,-0.2273897903533546,1.1126458327488002,0.7535978603767267,0.1158028342302426,-0.0368761069103155,-0.0611392775297878,0.2958175876185269,0.4374531280937812,0.0108663151601001,0.0186260870001222,100m
19.0,-1.3393771259830831,-0.1762580582769907,1.7260736054598702,0.0810789754000379,-0.0130525587339834,0.3627474979042834,-1.03701526394878,0.6274784942980733,1.2012638493029126,0.0561746923599279,0.0610099112065543,0.0195474302129222,1.3759178344941192,-0.8750300023637714,-0.0328385914356104,-0.2184990163290081,-0.1062121455742323,0.6420833768365848,1.3861084120748823,0.8132768242088614,0.4845173216298735,0.3243952818106038,0.057169063182302,0.1835878184039629,0.1426261954120781,0.1824511976921246,0.2322387789234164,100m
20.0,-1.2167014375044976,0.873613763385947,2.7280783779549505,0.9478056509682474,-1.2078794777940889,0.6608846182392091,-1.2063027946852332,0.7321893778326102,1.2906744395339131,-0.8085044825578159,-0.301327071228858,-1.6332785057750925,1.172226365558592,-1.5646019912598284,-0.6991411803193145,-0.8495734465479239,-0.6099970041307662,0.0523056434490537,0.6533841022317103,0.306708487943758,-0.3026625274119608,-0.4150582422895301,0.0598376482697355,0.4667280290387352,0.5313455859370553,-0.1165637001820771,-1.0802702502897064,100m
21.0,-0.862160818497258,-0.4197071187181438,1.545851804801254,0.2601138815318687,-1.1693375232880043,-0.3787317900862034,-0.592182717985693,0.2638769482286737,0.9964235071300492,-0.3202552409473379,-0.4458766320125928,-0.5147433905388259,1.0521309950854378,0.025073731762151,-1.0455233358297462,-0.6401845968593278,0.3927803125480318,1.0038674290802108,0.9355212233045324,0.6754598516323853,1.1308866749849449,0.6297043381591999,-0.1097908693190035,-0.508698974067403,-0.6306055293273307,-0.8692220490102064,0.4709474676879453,100m
22.0,-1.0673223787248916,0.0002294519035422,1.2692213783635085,0.5254203389881419,-0.5863110242409661,-0.2300766700831543,-0.3162173527182201,0.6471790098514314,1.6630052239664637,0.9601831800463208,0.0466089069078622,0.6172865246277447,2.142086788934601,-0.6479055836573006,0.3879430150947787,0.670588643172764,1.2458373169071375,1.9359698519584885,1.3853426236485364,0.609664072597086,0.1306916937135099,-0.0864820037471859,-0.2056929789451239,-0.0150385008637741,-0.010652354598591,0.1065532383360938,-0.0160654902690075,100m
23.0,-0.992859446399794,0.0654123254315074,0.8690979134703225,0.8958613857967127,-0.3391970959137226,0.2484081175466869,-0.4303007659099098,0.6215818573128524,1.4266678187070323,-0.4110891483945217,-0.0266950781741904,-0.194741506352548,1.3894593209068855,-0.9295906169133622,-0.0245643971588244,0.203306869649491,1.0193261285181945,1.350889049501421,0.8907640575379717,0.0642090815352623,-0.3455646970414717,-0.3712514262146545,-0.0880329521476688,0.071940583821893,0.3653407622493114,0.2125726699165429,-0.3585504212281699,100m
24.0,-1.2033747234330667,-0.1703794191010894,-0.6908837520532124,0.718530793270267,0.3490798920706159,-0.3576313037678515,-1.675188532384733,0.0103291791085347,1.5066871291485675,1.5283444798135242,0.4065520406370589,0.0728436082546352,1.89664613804428,0.0072122067843636,1.3130921325307885,1.1706110520645825,1.3990628155058082,1.004153180208074,0.3547457500374977,0.0339013664315661,0.3222533696111239,0.6017186771764781,0.719192399624584,0.6615449417536597,1.0330105359088582,1.3317816594384686,-0.0877436807435705,100m
25.0,-1.127304561654484,-0.2399369367955718,-0.5285645211020913,0.0712810166643176,0.3525755447536566,-0.2215581959033584,-1.714388285745906,0.2732703324618565,2.0171487396177388,1.47578777940139,0.4837655010069409,-0.5197227341040537,1.918331941513269,0.4313014200544903,0.929073192044238,1.2727353929038412,0.965706525773638,0.3104584566372096,0.1417328337920877,0.0739068371789944,0.2231623679104862,0.3889159712332619,0.790068309942758,0.876486791680942,0.9129517739401476,1.028519346533124,0.2385013418398888,100m
26.0,-1.1109544896614345,0.1725832272978037,-0.5398831859476789,0.1524232316593254,-0.2981912020848984,-0.7825336692921911,-1.4784920154191656,1.2806658662407966,1.0847540248005376,0.7722279368907832,-0.1178803060339129,-0.5870382750724642,1.298990239748638,0.5845396398091717,0.6986259937544752,0.7784366976657577,1.0126630930292189,0.9553805830777472,0.130966299231566,-0.268659330085592,-0.2400973969603013,-0.0977145003510152,0.2970195675362586,1.0432650126632583,1.3355277917146646,1.1613659507011922,-0.0449070242122683,100m
27.0,-1.0048137829846202,-0.2527884390613873,-0.141706209052449,0.0807592628910912,0.8554178819110666,-0.5444700022439757,-1.101863530175625,0.3289330934429199,1.3347950474173151,1.246342083368983,0.2253360008473656,-1.0073017942507692,1.194227612743838,0.1622072978483426,0.9679180439769932,1.3969449883491232,1.4482330992967165,1.0075879748346157,-0.0192324067710905,-0.4077675402668968,-0.1252543035041035,0.4046274004093884,0.8508880086291482,1.0472528030269783,0.9064883098446022,0.7970957425989712,0.5205235014154234,100m
28.0,-0.99945304951213,-0.1443747149717675,0.6344145093066693,0.1496966578009749,0.3362509772481438,-0.6566888280163813,-1.3362612216986818,0.5720431672934475,1.1905365202531355,0.8380833468664743,0.1572129715671258,-1.294868567500822,1.652084332584216,0.1084275149917512,0.4425849833988216,0.467692434486404,0.5503428636264794,0.4378287184010143,-0.3016620666764089,-0.6059819340027822,-0.3147774231894557,0.4736024332231606,1.3380888366478505,1.9773855213283689,1.1728762871552108,0.5651832888048228,0.4180646899723729,100m
29.0,-1.5608029072211458,0.2893634864995066,0.4992017336325289,-0.3668325112046375,-0.0899972486431003,-0.5264399322936315,-0.4086986888356561,0.4384341296169933,0.9383780981389884,0.4372797918496158,-0.3193709301227236,-0.3431555831163541,2.18859430292512,0.121701653773059,1.3692792202463295,1.382415001515369,1.2965598772140297,1.0569039946300698,0.0300265829621188,-0.3890323370532025,-0.1439207527855444,0.3663121681318322,0.7523822254447481,0.9943315967615648,0.8520373632243269,1.025175405469536,0.1070763497185729,100m
30.0,0.3470143628910305,-0.4321128260560281,0.7377977696143475,-0.5883190902071099,-0.5064368549824992,0.730798235837695,-1.516077799769366,-0.6870746470222682,-0.0137308817402004,-0.1996030422415733,0.3591185995922402,-0.6135635772282353,1.0886034337695156,0.0658721877223029,-0.2557422453425148,-0.371818034834199,-0.2036511363649765,-0.1728992801196711,-0.7238802171250712,-0.974750316985118,-0.896456292349931,-0.2466591027644998,0.4567395939690242,1.358034395997338,1.2861419383267771,0.3528338121448752,0.3589516636752257,100m
31.0,2.1391785961775067,-0.3554878827111613,-0.2879505809681314,-1.5194551298052876,-1.3171972321105252,0.1615345952465526,-2.25751710020664,-0.8231544720644386,-1.072652497607968,-0.3413065214885737,-1.208804754407074,-0.6408375137433474,0.1454539284462992,0.1138933368428885,-1.4280590237698685,-1.499362010024258,-1.4946434435313407,-1.5409852475298629,-1.727745929714969,-1.7976226320477988,-1.7873929846696628,-1.2087634320711518,0.2165356824007858,1.3416838980566774,0.5054836078245439,-0.7141587788644592,0.2292532921229644,100m
32.0,-0.816014677103299,0.9002556390536756,0.7125943255284823,-0.4673337285041998,-0.1716230966995751,0.2643009469859227,-0.4697792587405659,0.2382047866008643,0.1783754894413845,0.0396930272880751,-1.8355874944174968,-0.0807859996715527,2.3251389148838624,-0.8367692494059163,-0.7588664318307602,-0.3984008294157244,0.1296872760304421,0.7210762204142317,1.263710249598786,1.0360597840771002,0.2971029550668363,-0.5454747644824569,-0.9168097329758824,-0.9814312761374004,-0.8912906187002843,-0.882441088188553,-0.4039089380733325,100m
33.0,-0.534518385482371,0.2690955777053805,1.1382885175862014,-0.2458295243249521,0.0121591003212068,0.4725079305914279,-1.2629158060556045,-0.8404751537867492,-0.2000009013260053,-0.1959709233360342,-1.0550203733700962,-0.624397115131719,1.842112122379304,-0.4471342345901825,0.103638382438671,-0.1769084381871539,-0.0018142545799776,0.2303981756816341,0.0265091011426047,-0.4422930010507608,-0.6274721676965705,-0.1956600833937792,0.2018269435950455,0.3336065762882261,0.4918348011318365,0.6764311445648588,-0.180613483673598,100m
34.0,-0.3787657167333946,0.0717277535771998,1.4004466428966156,-0.328154675603062,-0.2461804065669296,2.362030833513712,-1.1320965887011722,0.2279708593383604,0.5824709113101312,0.9201749484782664,0.3059841481642615,0.3004808894874057,1.508102791501028,-0.7616141989529784,0.4453284129853682,0.2587835221907197,0.0248356582582128,-0.2652472725085234,-0.5547912837359367,-0.3619238439454642,-0.2994851686250977,-0.2432954085387172,-0.1490439127882738,0.0641079128520546,0.2189781044884106,0.3640579751295549,-0.1459735828614178,100m
35.0,-1.062751639390556,0.5099554251812765,0.8846258258517867,0.0839408122429428,1.1454687287467602,1.98360639363732,-0.7955807272935246,0.718139814413383,1.3175289633938942,2.137316275337067,-0.0023053868629233,1.5557223922583785,1.7938857247608175,-0.8060240014933479,0.884370723238042,1.1204989093656232,1.1099413846976165,0.4245371616038136,-0.2384636866151088,-0.5612132897339492,-0.4250321051060043,-0.0150467308162214,0.6592520785265654,0.8140190108988484,0.9985032147352934,1.0370954939802446,-0.7068098517223921,100m
