archivo,etiqueta,MFCC_1,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_9,MFCC_10,MFCC_11,MFCC_12,Rolloff,Chroma_1,Chroma_2,Chroma_5,Chroma_6,Chroma_8,Chroma_9,Chroma_10,Contrast_1,Contrast_2,Contrast_3,Contrast_5,Tonnetz_4,Tonnetz_5,Tonnetz_6,Tempo
segmento_0.wav,100m,-1.3972037688117973,1.4469607565438525,0.3680639196991337,-0.1632338247442705,1.8202409087808549,0.3600660230426112,2.164857577922288,-0.2922010959613035,1.4813624421383709,0.1967745599274542,0.3606434955983489,2.372846386970546,1.0164379843853173,-1.256036196637777,-1.2753955757478923,-0.3361079763829193,0.1133834867104089,0.6405379219830519,0.8864522669129301,-0.2387400273817412,-0.8058811892901259,-0.7689675813453336,0.469189815933402,-0.983017961945584,0.433051976085237,-0.96683013348733
segmento_1.wav,100m,-1.4086667716805958,1.3986219893681624,0.3196385989793036,-0.1555575118492738,1.805941459618724,0.2049556566835322,2.2890798037218585,-0.3097546048932137,1.4278508852921334,-0.0488289996514291,0.2157544516851487,1.6227324603182385,0.6983653314776178,-0.8453356488741266,-0.6058467104119095,0.3356777214774341,0.8576806151913823,1.7295738060111765,0.4603851365050801,-0.4600576476812429,-0.4431966978661756,-0.7182136960494421,-0.3151199437707306,-0.4802972360825606,0.2739467619587217,1.2129492291383968
segmento_10.wav,100m,-1.12760922366025,0.7990493595341661,-0.0952980028066306,-1.5253098426570737,1.6351084121364097,0.4591769836871326,1.4820890654224976,-0.4255246106992122,1.8885177179348287,0.6378870361988461,0.4331038247820838,1.0853587537845133,0.9270593430583344,0.5608134067771267,0.5749576087947024,0.8420017089652385,0.9052725306678752,1.439499862796258,-0.5388400500000898,-1.0920839143537195,-1.2014609826772331,0.0860605431335919,-0.0644058035171348,-0.1177876365965165,0.2973855273361802,0.6827326274302524
segmento_100.wav,100m,-0.1170341186962744,0.8217052298540017,-0.4866617560896997,-0.7171898971856889,1.0096365407556076,1.1371915469422404,0.808174674261161,-1.2120150382867427,-0.1012075152909547,-0.6992710634500057,-0.6421828010302079,-0.5929068088174362,-0.3386078074291209,-0.5374968987570565,-1.0379072042648494,-1.4128111761651083,-0.4496693270777477,0.801035316584291,-0.2302624207700818,-0.3797039506383992,1.311100917604211,1.603517311212427,-1.202284522039992,-0.0999322695571792,-0.363876994782755,-1.2838889500491648
segmento_101.wav,100m,-0.2045657649562175,0.8010065009221659,-0.0822319146847036,-0.6288390416467848,0.8268682952318664,1.1954420131466017,1.7334663861458486,-0.7640886778403329,0.0434880649289729,-0.1823684708466405,-0.3599763750011472,0.253409029536757,-0.3912514172376047,-1.1267099536063194,-1.329156203211615,1.480536338340009,2.865656570214519,0.896240950843709,-0.609978667107401,-0.8123444635617967,1.3676065683846397,0.7406901933947253,-0.7067410919325928,1.163740555886933,-0.9427993896959306,-0.96683013348733
segmento_102.wav,100m,-0.0148238772326942,1.0051106558955265,-0.0299346339522963,-0.0216328945991032,1.0684822544219168,0.4604838063533105,1.1462190503067318,-1.2012817636665083,-0.2416065444361069,-1.307063556950005,0.0326277253340218,-0.0964165624083152,-0.2753290781817807,-0.6950043374763435,-1.009189383833461,-0.2613351944386509,0.3284247544099558,1.1094497268545231,-0.8024498287645762,0.0960867887180785,0.8824034995779657,0.3458084512479741,-1.1737215400365846,-0.0384046011981827,-0.110084150008153,-0.8796389590511362
segmento_103.wav,100m,0.2090944283719287,1.17220078942259,0.9624351203156378,0.6762574332439827,1.6173693392465156,1.7036265119349543,1.5835140948066453,-1.573712532401108,-0.4069340875490554,-1.392127333664983,0.3255830658144216,0.4306204988689353,0.6008846267318102,-0.8535714049720821,-1.1318615232873637,0.0199284304250188,0.4977818732624239,0.3759609714417237,0.5586537591668729,-0.0152376953795418,1.0161096335203104,1.2091959906464465,-2.028475684451656,-1.1663819774433486,-1.6647530511644133,1.84578839887745
segmento_104.wav,100m,-0.216435792060639,1.0965860930195028,0.5802106415050187,1.978058309228454,1.1303816472103558,0.8315232464239664,1.9328053646809693,-0.3940021675827136,-0.106293714267831,-0.0968497887304577,0.2150747409183727,0.9098893913896852,0.2126044493857515,-1.3111414977395324,-1.3137469557708117,0.4622295568621057,1.4665238999984542,2.1504030882594907,0.9394096258171954,-0.1213254722673188,-0.1485621037233594,-0.8426309311992234,-2.417339370839971,0.8122157422373009,-1.5867805455922297,0.0964768725666289
segmento_105.wav,100m,0.0046845371535019,0.8535020332498241,0.4151990154163276,2.3348802032450267,1.272488237482381,1.077400722637216,1.4402136150877698,-0.8541944083734563,0.5500757228138969,0.9446528072350264,0.3238600780567807,0.9418527308440532,0.0639544394211244,-1.1189414417924588,-0.8794940150934558,0.6307330813190706,1.985805911597824,2.354273198364038,0.7759508972170607,-0.6335790458619855,-0.0201139216177128,-0.5238804886587634,-2.802371108622081,1.3130758117189216,-1.934957498126652,0.8496526687724791
segmento_106.wav,100m,-0.0205517220057448,0.7665484326658843,0.3588489905766694,1.8940288747003864,0.924256835890178,0.554649207886134,1.688760381172782,-1.690543842433409,0.1977244882691509,0.9421271549028228,0.209020572925927,1.0457573777355975,1.1781493227276176,-0.2704061840730782,-0.5101008738377453,-0.4031765169783547,-0.0311988317707516,0.5276976775368795,-0.0288757744583726,-0.7885314651624508,-0.0080302499724511,-0.2915522572229503,-1.9395301732279484,-0.1154294019837357,-1.0930595932674152,-0.0326389780763041
