MFCC_7,MFCC_10,MFCC_11,ZCR,Chroma_1,Chroma_2,Chroma_6,Chroma_9
0.2121548185670945,1.2329359612751958,1.2941723623858206,-1.243875373352895,2.365258580601339,1.1742219280430104,-1.418168766554708,-0.0390952688040349
-0.0255191306272103,1.1923048802485166,1.2245438185202766,-1.2488531753958838,1.5905940709696254,0.8286725708790359,-0.7550158367971315,0.8456229623755631
0.1517983222129246,1.2874563417608116,1.465163810847787,-0.289406232600645,1.7649517493597282,0.9526000265010092,-0.8092615937234016,0.7977919805351558
0.0898968334047285,1.2963237115855677,1.7312770651433376,1.309249054891032,2.0034771193143706,1.1208512630448084,-0.4387546088444651,0.7672867673404878
0.3745640626794012,0.8486673479451836,1.8343638273676288,0.0159965633308153,1.2999426518904549,0.5979549780681588,-0.0752806444800123,1.967456598538724
0.2710186601684013,1.089134572096103,1.8799610693584965,-0.0195312787014799,0.8307700696234933,0.4038397826990332,-0.4797224801289928,1.7175733896088083
-0.2276570170552609,0.5925248403910228,1.8029874756847653,-0.2303558358161969,1.5841528211611866,0.8980528512836087,-0.6866377851628152,0.3349142771547171
0.0443372766499294,1.1073658440686895,1.5130468711893157,-0.1146951412879934,1.6482016573863802,1.2614789130336936,0.2085638942235541,1.3915059497543647
1.0861721741690809,0.6752942866769177,1.370369424480906,-0.9848344591943468,0.955463955769848,1.065355772639808,-0.0142012359084183,1.0064502245628248
0.29787676118468,1.451143406507265,0.0657558292737331,-0.1916070630502109,-0.1245581037347447,0.5822647500793725,-0.4644973036320797,0.4614669163206073
0.3640215188119964,0.9243321714399216,1.8239575370968144,0.2518077346220964,1.0356318821587371,1.07712130296506,0.4145095047372585,0.9021932264702722
0.4970973359077287,0.3730057091439658,1.3263543136743374,-0.1694509637608302,0.2040374389405699,0.1401203932264116,-0.1935225927425251,1.2253928055140366
-0.8822183736275269,-0.757287323810176,0.953238941693264,0.1113556338405748,0.0085430237100521,0.0526150909405555,0.2773185990364956,1.7651906709417136
-0.7758530198989252,0.172218607085426,1.6505373075777463,0.5831731843463996,0.2846031759242103,0.1476067315426066,0.5417356139715742,1.550877377234268
-1.1034468486627866,-0.0193557938636695,1.4667495240245094,-0.326593341980613,-0.1968842386672296,-0.6653731754551113,0.0014650239504454,0.3338535212606036
-1.156708495700201,0.6210344173812854,1.4697355109472048,-0.04383466514665,0.5204179345576481,0.147768137784469,0.7023296694069229,0.1099186293285065
-0.6539490354082075,0.2682883741228313,0.919469256413715,-0.408971085593951,-0.6764123141197491,-0.7217602533897622,1.070453345334722,-0.6616756354510046
-0.8091166167703772,-0.9915709518124808,0.3342645172278989,-0.9734147956839756,-1.1785293346540586,-1.0730097768777576,0.8813539990436849,-0.2233331544625265
-0.9912507865490718,-0.5720171790853189,0.3157189892005212,-1.04515370747996,-0.794491102349368,-0.9891042191053728,0.7535978603767267,-0.0611392775297878
-1.03701526394878,0.0561746923599279,0.0610099112065543,-0.8750300023637714,-0.0328385914356104,-0.2184990163290081,0.8132768242088614,0.057169063182302
-1.2063027946852332,-0.8085044825578159,-0.301327071228858,-1.5646019912598284,-0.6991411803193145,-0.8495734465479239,0.306708487943758,0.0598376482697355
-0.592182717985693,-0.3202552409473379,-0.4458766320125928,0.025073731762151,-1.0455233358297462,-0.6401845968593278,0.6754598516323853,-0.1097908693190035
-0.3162173527182201,0.9601831800463208,0.0466089069078622,-0.6479055836573006,0.3879430150947787,0.670588643172764,0.609664072597086,-0.2056929789451239
-0.4303007659099098,-0.4110891483945217,-0.0266950781741904,-0.9295906169133622,-0.0245643971588244,0.203306869649491,0.0642090815352623,-0.0880329521476688
-1.675188532384733,1.5283444798135242,0.4065520406370589,0.0072122067843636,1.3130921325307885,1.1706110520645825,0.0339013664315661,0.719192399624584
-1.714388285745906,1.47578777940139,0.4837655010069409,0.4313014200544903,0.929073192044238,1.2727353929038412,0.0739068371789944,0.790068309942758
-1.4784920154191656,0.7722279368907832,-0.1178803060339129,0.5845396398091717,0.6986259937544752,0.7784366976657577,-0.268659330085592,0.2970195675362586
-1.101863530175625,1.246342083368983,0.2253360008473656,0.1622072978483426,0.9679180439769932,1.3969449883491232,-0.4077675402668968,0.8508880086291482
-1.3362612216986818,0.8380833468664743,0.1572129715671258,0.1084275149917512,0.4425849833988216,0.467692434486404,-0.6059819340027822,1.3380888366478505
-0.4086986888356561,0.4372797918496158,-0.3193709301227236,0.121701653773059,1.3692792202463295,1.382415001515369,-0.3890323370532025,0.7523822254447481
-1.516077799769366,-0.1996030422415733,0.3591185995922402,0.0658721877223029,-0.2557422453425148,-0.371818034834199,-0.974750316985118,0.4567395939690242
-2.25751710020664,-0.3413065214885737,-1.208804754407074,0.1138933368428885,-1.4280590237698685,-1.499362010024258,-1.7976226320477988,0.2165356824007858
-0.4697792587405659,0.0396930272880751,-1.8355874944174968,-0.8367692494059163,-0.7588664318307602,-0.3984008294157244,1.0360597840771002,-0.9168097329758824
-1.2629158060556045,-0.1959709233360342,-1.0550203733700962,-0.4471342345901825,0.103638382438671,-0.1769084381871539,-0.4422930010507608,0.2018269435950455
-1.1320965887011722,0.9201749484782664,0.3059841481642615,-0.7616141989529784,0.4453284129853682,0.2587835221907197,-0.3619238439454642,-0.1490439127882738
-0.7955807272935246,2.137316275337067,-0.0023053868629233,-0.8060240014933479,0.884370723238042,1.1204989093656232,-0.5612132897339492,0.6592520785265654
-0.7214280953342765,0.8095225699034689,-0.2845331691953899,-0.0757511605987446,1.3485739992461525,1.824003213253796,-0.7960971700397173,1.0045632490815806
-1.0472667566236915,0.9292629078359372,-0.4947072402966811,-0.3565577582001485,0.2470533150022402,0.5370842744892004,-1.0890932261032225,0.926048614122741
