MFCC_4,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,Chroma_2,Chroma_5,Chroma_6,Chroma_10,Chroma_11,Chroma_12
0.3935472782976973,0.95224616962431,-0.2531283913375403,0.6539958669623734,0.6881837391016877,1.2184168898509409,0.1858357051143882,0.7567717292514187,0.5655748583975596,-0.0816685409856643,0.0519358577195215,0.1672471114771437
1.1646515216521094,1.5202881436282625,-1.3594522436115248,0.6891610843019772,0.2317622690566732,2.061974267605644,-0.9107573227423522,1.515726527204993,0.7198173623649551,-0.4397978086888254,-0.0310090302025132,0.1474265928971865
0.3615930060194527,1.8651794950319305,0.3297111028482744,1.086623643983038,1.3863540571855164,0.930473885090386,0.958568057953802,-0.0471214636204809,-0.325463407041299,0.3424829340226938,0.6488981061725669,0.9278811456852905
1.2806051596142591,1.9804107296003743,1.0216478856605782,1.8818838222251368,1.1702950168672337,1.2797506361986115,1.201171943803608,1.0678351256087129,0.747470566673694,1.017930649105986,1.1148042933892452,1.2011858257865842
0.4297594873118488,1.5501468049506744,0.182881328253524,1.4102131848120611,0.8212291515630699,1.1154527934148448,0.7905823696674363,0.9106552688091823,1.1120803323730135,1.3442643064558084,1.304036800275801,1.179116943991659
1.0556828813065575,1.029889558719431,0.4934596707264696,0.2486799501050117,0.7145770974216947,-0.0506838435600351,0.5235833686870259,0.1556145238810055,0.0945196629452313,0.2972287702390121,0.8141153266692814,1.050364326195284
0.9358227319797242,2.4415928210717275,-0.2304059755795442,1.3813545800666849,0.4173621846670383,0.7745574362447722,0.5755903538868157,0.109697733415131,0.5738959232948655,1.5391044212965257,1.5824126822769295,1.3003323606384545
0.5094788266650847,1.2558165205139995,-0.1761217223974034,0.9297872681138348,0.3350070134920892,0.9064615834853584,0.2184903009356555,0.2302550866153029,0.58970126626667,1.579596206914233,1.560079192359449,1.1705733179570663
0.3674373772883071,1.84845223731471,-0.7551587272317589,1.4162782481518492,0.4276201366774298,1.476545381839231,0.9965003803388988,0.1419683072522198,0.0802559933232429,0.7007870096019575,0.8858081759022379,1.023716230446334
-0.6259885966267562,2.0987775741263444,-0.6789883151959092,1.54333253397158,0.6431381687161172,1.0627954619116549,0.8815918738502656,0.1852291163496031,0.1146120019109435,0.9377487972077788,0.68566460119597,0.6505284096121813
-1.7756422254278008,0.8808348124708612,0.38936616901004,0.7883586246016101,2.172855665950108,-0.5046272617551307,1.4144674568105329,-0.5821140815438823,-0.4969035348805942,0.4246244524657679,0.3403478326224447,0.4507363026132217
-0.0373015655851931,0.5718422190748002,-0.9346369128979226,0.8092363590449517,0.1024069353217227,-0.1809749764961578,0.471849100478647,0.0196811055238017,-0.3619619681041202,0.5093860227634304,0.3456911379397507,0.0753363514017841
0.0732474848583746,-1.147105838758672,-1.2403705664030298,-0.2159038602550773,-0.7141558128650021,-1.1633632423472282,-0.04851413987836,-0.6648207575230494,-1.3619130025209771,0.2075979947399796,0.0776796684866215,-0.7749693306040345
