MFCC_1,MFCC_5,MFCC_8,MFCC_13,Chroma_3,Chroma_4,Chroma_6,Chroma_11
1.741134743930256,-0.2720542485858727,0.95224616962431,-0.2608728963399211,-0.0308788862682144,0.2607277338808911,0.5655748583975596,0.0519358577195215
2.483720072127509,-0.8466404727631904,1.5202881436282625,-0.6614975543594394,-0.6694520594783033,0.4734845980155215,0.7198173623649551,-0.0310090302025132
0.8662387238461553,-0.8546857862869801,1.8651794950319305,0.8329818979303005,0.4340175098452399,0.3059486898874966,-0.325463407041299,0.6488981061725669
0.4518623223141377,-0.4761445397132086,1.9804107296003743,0.5444901019589412,1.092357706307001,1.300971858743803,0.747470566673694,1.1148042933892452
0.9975989602933836,-0.4947422134318404,1.5501468049506744,-0.079845270764445,0.6223519379230402,0.7320180602186502,1.1120803323730135,1.304036800275801
1.1408166468451155,0.5665379570399433,1.029889558719431,0.8206019224308418,0.3842777823184948,0.4796596394187921,0.0945196629452313,0.8141153266692814
0.0609111788142687,0.3260282757262533,2.4415928210717275,0.4304165253057802,0.0083070559128948,-0.1629037792365879,0.5738959232948655,1.5824126822769295
0.9550601792520091,-0.6678973056377562,1.2558165205139995,0.7482850339045071,-0.1598630642894025,-0.0821646103990186,0.58970126626667,1.560079192359449
0.5527107221353982,-0.7212843594062264,1.84845223731471,-0.0383682063686447,0.6744719152028149,0.4872747049438813,0.0802559933232429,0.8858081759022379
0.7086297545168038,-0.8506268860786942,2.0987775741263444,-0.6328786906041813,1.0696502389294311,0.6565691040668196,0.1146120019109435,0.68566460119597
1.166662026177243,-0.0780159203312964,0.8808348124708612,0.7738598973320553,0.7869764657571445,-0.08392444136675,-0.4969035348805942,0.3403478326224447
1.298929092946094,-0.4085237792228551,0.5718422190748002,1.2342762324674046,0.8517054270797229,0.6761197541400604,-0.3619619681041202,0.3456911379397507
3.630930515235857,0.2313029041481069,-1.147105838758672,0.5926563371832995,0.9395875522630852,0.6568960574344286,-1.3619130025209771,0.0776796684866215
3.257812747840084,-0.252435905768032,-1.1221059855589577,0.2211375859791352,-1.7097618264770689,-1.5119584864094162,-0.1723732578087017,-1.816498192415945
2.39352120725837,0.3085410414597502,-0.2487962779351621,0.7263223182128873,-1.584877479769795,-2.0846445558905,-1.0751482857690378,-1.7928181634398488
2.870365917097275,0.6594213446159696,-1.5342236974517054,1.0234245591824032,-1.554115201121441,-2.123065819831811,-2.254935445527814,-1.405019199650335
2.109802749290431,0.8260227438243378,-1.6977859851936297,0.5123740651947181,-1.2692388804577517,-1.3123434056880032,-1.4431711489074854,-0.2307265443610632
0.9491636366638528,0.9785046229804448,-0.6612379699618399,1.1825108644821565,0.2888676130009747,-0.0121662170134889,0.0345310302073671,1.0507964500701503
0.6334887070149942,-0.4777799756978803,-0.0490548915786253,1.7326663274598575,-1.019693035284812,-1.4094481092102624,-1.2138208817012148,0.1530187226655392
2.723841303568268,-1.147944344082644,-0.1504890990816368,1.157065932065911,-0.5290495986224857,-0.703469360295725,-0.542418355768934,0.711965677938078
2.106106772080535,0.4444119608265658,-0.3167067474522174,0.4859058713796975,-0.7869026883329959,-0.9562768953184396,-0.3598872568205666,0.7210325239042117
-0.2508389205466804,-0.4445041939075453,0.0564163922914299,1.150552976070074,0.6153810143929008,0.5386564093103646,0.3585183413662681,1.251668082264089
-0.3440886830120717,-0.1376756508380381,-0.3144429983914752,1.371134819684641,0.1721393198259746,0.1107789689900291,0.753346512109102,1.0242186788344094
0.8525661827666677,0.9024439861655564,-0.3189348840845968,1.084459870480752,0.3621112982584822,-0.3178917352386034,-0.4128974656649513,0.3838247812724011
0.5615601845957799,1.3818038317967851,0.5706605729578017,1.136180068846751,0.3171981562680658,-0.2601219337907765,-0.7146841605494907,0.6500342676331474
-0.4443871202802341,0.1320691480894951,-0.0084581534631553,1.298527226925948,0.2588065378714711,-0.6067854082383402,-0.5438078001035281,0.3149678465471937
0.5123982524435604,0.698377897978872,-0.0262344760881681,0.8561249296774548,0.4048255428580047,-0.168165405835541,-0.0019420017659442,0.9710553823874426
0.6404930415339031,-0.1876464625817911,0.159184850172737,0.1291943611771681,0.3775946403969136,0.4907505944339538,0.4666397085694757,1.082703651088118
-0.3723877964400085,-0.0384202371102414,-0.6197038669648876,0.7045646704052668,-0.2695620323261177,-0.3635061965961153,0.5156375955126368,1.57063520972273
0.2604660566797696,-0.657362990960377,-1.13681348940735,1.0380753744021227,-0.2600994349221451,-0.5288552690850506,0.2857287612831194,1.0930327626424612
0.7358632708002479,0.4627529126734519,-0.823094025499694,0.6161077910279897,0.1571316434170429,-0.0426492586517533,0.5896459532393997,0.8941351293654864
-0.4555537201554874,-0.6649033957827184,-0.4856875770114218,0.7968247661015906,0.1687873748953161,0.1997987231856622,1.161012032787817,1.267816756472124
-0.0836066792869212,0.6865517437236506,-0.1924339606900657,1.1582873710677832,0.4632563518074338,0.0413790967965706,0.0159085049321113,0.8655927456041586
0.454431198114824,0.2716135724134746,-0.7970344522680386,-0.258152595667105,-1.776113929862871,-1.7534019352908865,-1.6880773777019271,-1.0899790526710167
0.2527544231166294,-0.663073543733217,-0.354573056371413,0.0417389239758084,-1.8330626058950583,-2.1261044315255866,-0.0891186420703765,-1.2461981927210333
0.5647419575460174,-0.016883552146286,-0.6065708901198883,0.3498308622184171,-2.7712879947954425,-2.9513056986262414,1.7432440492488916,-2.4160488913301665
0.5231514864466557,0.4798856378722272,0.2830484515632193,-0.0986136713693833,-3.101580018656484,-2.986861765689316,2.352535482307154,-2.7657275771921426
0.4340747168256445,0.6295019376268765,-0.4958163809336962,-0.4829772391168608,-2.717657452236565,-2.3781953044194366,2.4661739694098874,-2.481973139893048
