MFCC_1,MFCC_2,MFCC_3,MFCC_7,MFCC_9,MFCC_10,MFCC_12,ZCR,Chroma_1,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Spectral_Centroid
1.741134743930256,-1.773217442162297,0.937855182002974,-1.7343046645931737,-0.2531283913375403,0.6539958669623734,1.2184168898509409,0.5700705223308404,0.3724377604803181,0.5655748583975596,6.619158173647825e-05,-0.2048552277989357,-0.1832967313617918,-0.0816685409856643,0.0519358577195215,0.1672471114771437,1.550139651496545
2.483720072127509,-1.194923907764886,-0.0999748267257601,-1.8658356598586008,-1.3594522436115248,0.6891610843019772,2.061974267605644,1.2709297463384122,-0.5153839764351392,0.7198173623649551,0.0861230305077213,0.3264069007679009,-0.0061263884441078,-0.4397978086888254,-0.0310090302025132,0.1474265928971865,1.4041457314534984
0.8662387238461553,-1.839239143082468,1.2714198681723867,-1.3377510719260346,0.3297111028482744,1.086623643983038,0.930473885090386,0.3370925934711897,1.425207092076146,-0.325463407041299,-0.0272473605919998,0.2091513409684578,0.1869514392076603,0.3424829340226938,0.6488981061725669,0.9278811456852905,1.3556601857402242
0.4518623223141377,-2.2506894278854364,1.4456036960640548,-0.4070725711267259,1.0216478856605782,1.8818838222251368,1.2797506361986115,0.1911604816958065,1.4262414525957816,0.747470566673694,0.6445164412236624,0.5776210844419626,0.6542459644940186,1.017930649105986,1.1148042933892452,1.2011858257865842,1.7602210169289525
0.9975989602933836,-2.4531522436668123,1.200318099924067,-1.684854331510386,0.182881328253524,1.4102131848120611,1.1154527934148448,0.5548274760211529,1.1316216973403608,1.1120803323730135,1.3478746053736417,1.2221354781948237,1.1039669680079074,1.3442643064558084,1.304036800275801,1.179116943991659,2.3424231920896816
1.1408166468451155,-1.8241099920069284,2.1873921708895976,-0.6851259635518213,0.4934596707264696,0.2486799501050117,-0.0506838435600351,-0.76449829536213,0.9816005795258378,0.0945196629452313,0.2550013088739517,0.1198536459389309,0.0518972773227182,0.2972287702390121,0.8141153266692814,1.050364326195284,0.8473304705525355
0.0609111788142687,-0.983927874011912,2.205700523104756,-0.6619369873472876,-0.2304059755795442,1.3813545800666849,0.7745574362447722,-1.3844089208092931,1.136217696325209,0.5738959232948655,0.9949498236627417,1.133048998147242,1.0420490870022192,1.5391044212965257,1.5824126822769295,1.3003323606384545,-0.2054183566907821
0.9550601792520091,-1.3835673399666617,1.1968684571002035,-1.048372605937948,-0.1761217223974034,0.9297872681138348,0.9064615834853584,-0.1585470912722608,0.820901379712712,0.58970126626667,0.9982223498827276,1.150192822480599,1.2667674891619958,1.579596206914233,1.560079192359449,1.1705733179570663,0.8610981086679121
0.5527107221353982,-1.0225488316035336,1.1806238295550275,-1.804651895189617,-0.7551587272317589,1.4162782481518492,1.476545381839231,-0.2858666412379155,1.1695704282963248,0.0802559933232429,0.2952921201959079,0.3273400793863573,0.4658719564621351,0.7007870096019575,0.8858081759022379,1.023716230446334,0.5971926546338859
0.7086297545168038,-1.123847700793818,1.0288200634411102,-1.3809840936036986,-0.6789883151959092,1.54333253397158,1.0627954619116549,-0.2215249404991236,0.779743110065083,0.1146120019109435,0.3055986970266684,0.423817000814036,0.6773444154904619,0.9377487972077788,0.68566460119597,0.6505284096121813,0.7757583094749197
1.166662026177243,-1.1317635842313731,0.9315544225083884,-0.3712705731798287,0.38936616901004,0.7883586246016101,-0.5046272617551307,0.1772812868980343,0.853852739521132,-0.4969035348805942,-0.4191747536484265,-0.0705333308192752,0.4687361514675489,0.4246244524657679,0.3403478326224447,0.4507363026132217,0.4701487723948142
1.298929092946094,-0.068061814997918,-0.0542519743940945,-1.0210278817891776,-0.9346369128979226,0.8092363590449517,-0.1809749764961578,0.138210952409519,0.0301421134156422,-0.3619619681041202,-0.724590016774684,-0.6427982447273345,0.0569062881228841,0.5093860227634304,0.3456911379397507,0.0753363514017841,-0.0633976375188579
3.630930515235857,-0.8136568266851436,0.2296036536172228,-1.449611773129401,-1.2403705664030298,-0.2159038602550773,-1.1633632423472282,0.9878102177758264,-0.736757088349555,-1.3619130025209771,-1.0715999235084843,-0.8680531906056066,-0.6556761615513484,0.2075979947399796,0.0776796684866215,-0.7749693306040345,0.7166004607091945
3.257812747840084,1.3732450323164298,-0.2751714409606487,-0.83218744179048,-1.6237457805256346,-0.872903318640381,-1.9220183535973108,-0.8770561583752521,-2.1724160419235745,-0.1723732578087017,1.3064851358237786,1.3063044402012176,-0.2646925513264241,-1.1835346544918792,-1.816498192415945,-2.163831431909455,-1.352658950096407
