MFCC_1,MFCC_3,MFCC_4,MFCC_7,MFCC_10,MFCC_11,ZCR,Chroma_1,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_8,Chroma_9,Chroma_12
1.741134743930256,0.937855182002974,0.3935472782976973,-1.7343046645931737,0.6539958669623734,0.6881837391016877,0.5700705223308404,0.3724377604803181,-0.0308788862682144,0.2607277338808911,0.7567717292514187,0.5655748583975596,-0.2048552277989357,-0.1832967313617918,0.1672471114771437
2.483720072127509,-0.0999748267257601,1.1646515216521094,-1.8658356598586008,0.6891610843019772,0.2317622690566732,1.2709297463384122,-0.5153839764351392,-0.6694520594783033,0.4734845980155215,1.515726527204993,0.7198173623649551,0.3264069007679009,-0.0061263884441078,0.1474265928971865
0.8662387238461553,1.2714198681723867,0.3615930060194527,-1.3377510719260346,1.086623643983038,1.3863540571855164,0.3370925934711897,1.425207092076146,0.4340175098452399,0.3059486898874966,-0.0471214636204809,-0.325463407041299,0.2091513409684578,0.1869514392076603,0.9278811456852905
0.4518623223141377,1.4456036960640548,1.2806051596142591,-0.4070725711267259,1.8818838222251368,1.1702950168672337,0.1911604816958065,1.4262414525957816,1.092357706307001,1.300971858743803,1.0678351256087129,0.747470566673694,0.5776210844419626,0.6542459644940186,1.2011858257865842
0.9975989602933836,1.200318099924067,0.4297594873118488,-1.684854331510386,1.4102131848120611,0.8212291515630699,0.5548274760211529,1.1316216973403608,0.6223519379230402,0.7320180602186502,0.9106552688091823,1.1120803323730135,1.2221354781948237,1.1039669680079074,1.179116943991659
1.1408166468451155,2.1873921708895976,1.0556828813065575,-0.6851259635518213,0.2486799501050117,0.7145770974216947,-0.76449829536213,0.9816005795258378,0.3842777823184948,0.4796596394187921,0.1556145238810055,0.0945196629452313,0.1198536459389309,0.0518972773227182,1.050364326195284
0.0609111788142687,2.205700523104756,0.9358227319797242,-0.6619369873472876,1.3813545800666849,0.4173621846670383,-1.3844089208092931,1.136217696325209,0.0083070559128948,-0.1629037792365879,0.109697733415131,0.5738959232948655,1.133048998147242,1.0420490870022192,1.3003323606384545
0.9550601792520091,1.1968684571002035,0.5094788266650847,-1.048372605937948,0.9297872681138348,0.3350070134920892,-0.1585470912722608,0.820901379712712,-0.1598630642894025,-0.0821646103990186,0.2302550866153029,0.58970126626667,1.150192822480599,1.2667674891619958,1.1705733179570663
0.5527107221353982,1.1806238295550275,0.3674373772883071,-1.804651895189617,1.4162782481518492,0.4276201366774298,-0.2858666412379155,1.1695704282963248,0.6744719152028149,0.4872747049438813,0.1419683072522198,0.0802559933232429,0.3273400793863573,0.4658719564621351,1.023716230446334
0.7086297545168038,1.0288200634411102,-0.6259885966267562,-1.3809840936036986,1.54333253397158,0.6431381687161172,-0.2215249404991236,0.779743110065083,1.0696502389294311,0.6565691040668196,0.1852291163496031,0.1146120019109435,0.423817000814036,0.6773444154904619,0.6505284096121813
1.166662026177243,0.9315544225083884,-1.7756422254278008,-0.3712705731798287,0.7883586246016101,2.172855665950108,0.1772812868980343,0.853852739521132,0.7869764657571445,-0.08392444136675,-0.5821140815438823,-0.4969035348805942,-0.0705333308192752,0.4687361514675489,0.4507363026132217
1.298929092946094,-0.0542519743940945,-0.0373015655851931,-1.0210278817891776,0.8092363590449517,0.1024069353217227,0.138210952409519,0.0301421134156422,0.8517054270797229,0.6761197541400604,0.0196811055238017,-0.3619619681041202,-0.6427982447273345,0.0569062881228841,0.0753363514017841
3.630930515235857,0.2296036536172228,0.0732474848583746,-1.449611773129401,-0.2159038602550773,-0.7141558128650021,0.9878102177758264,-0.736757088349555,0.9395875522630852,0.6568960574344286,-0.6648207575230494,-1.3619130025209771,-0.8680531906056066,-0.6556761615513484,-0.7749693306040345
